3 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 23
1 		 23
1*		*25
4 		 8
4#		#10
2#		#150
2 		 152
2 		 154
2 		 154
2 		 154
2#		#190
1*		*195
4 		 4
4#		#40
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 3
1 		 1
1 		 3
1 		 13
1 		 13
1 		 17
1 		 17
1 		 35
1*		*37
5 		 19
5*		*21
0#		#0
0#		#0
2*		*32
9 		 81
9 		 83
9 		 1
9 		 1
9 		 3
9 		 7
9 		 1
9 		 3
9 		 19
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 3
9 		 5
9 		 7
9 		 9
9 		 11
9 		 13
9 		 23
9 		 23
9 		 1
9 		 1
9 		 7
9 		 9
9 		 1
9 		 1
9 		 11
9 		 11
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 3
9 		 27
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 7
9 		 9
9 		 11
9 		 13
9 		 17
9 		 17
9 		 33
9 		 33
9 		 33
9 		 33
9 		 33
9 		 35
9 		 35
9 		 27
9 		 29
9 		 29
9 		 29
9 		 29
9 		 29
9 		 29
9 		 29
9 		 31
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 51
9 		 53
9 		 55
9 		 57
9 		 57
9 		 61
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 5
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 9
9 		 15
9 		 15
9 		 15
9 		 15
9 		 85
9*		*87
9*		*87
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 9
9 		 11
9 		 11
9 		 13
9 		 1
9 		 1
9 		 1
9 		 1
9 		 13
9 		 13
9 		 1
9 		 3
9 		 9
9 		 9
9 		 11
9 		 13
9*		*43
7*		*21
8 		 28
8#		#30
9 		 97
9 		 97
9 		 99
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9*		*25
8 		 26
8 		 28
8#		#30
3 		 5
3 		 5
3 		 9
3 		 11
3 		 13
3 		 7
3 		 17
3 		 19
3*		*21
9 		 57
9 		 1
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 7
9*		*133
0#		#0
8 		 2
8 		 4
8 		 6
8 		 8
8 		 28
8#		#30
6 		 12
6 		 16
6 		 18
6 		 4
6 		 12
6 		 12
6 		 22
6 		 24
6 		 58
6#		#60
2 		 108
2 		 2
2 		 4
2 		 6
2 		 6
2 		 8
2 		 8
2#		#10
1 		 39
1*		*43
4#		#10
0#		#0
3 		 33
3*		*37
1*		*49
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 5
9 		 5
9 		 7
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 9
9 		 11
9 		 13
9 		 13
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 3
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 3
9 		 1
9 		 3
9 		 15
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9*		*77
7 		 3
7 		 5
7 		 7
7 		 9
7 		 11
7 		 17
7 		 19
7*		*21
1 		 1
1 		 1
1 		 3
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1*		*21
5 		 13
5 		 19
5*		*21
4 		 22
4 		 24
4 		 26
4 		 28
4 		 28
4#		#30
6 		 4
6#		#20
7*		*25
8 		 34
8 		 36
8#		#50
2 		 2
2 		 18
2 		 62
2 		 64
2 		 64
2 		 64
2 		 68
2 		 68
2 		 68
2#		#70
3 		 11
3 		 13
3 		 15
3 		 15
3 		 15
3 		 15
3 		 15
3 		 17
3 		 45
3 		 47
3 		 47
3 		 47
3 		 47
3 		 51
3 		 53
3 		 55
3 		 3
3 		 3
3 		 5
3 		 7
3 		 7
3 		 7
3 		 9
3 		 11
3 		 13
3 		 15
3 		 15
3 		 15
3 		 17
3*		*21
1 		 23
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 3
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 11
1 		 31
1 		 1
1 		 3
1 		 3
1 		 5
1 		 7
1 		 11
1 		 11
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 5
1 		 5
1 		 5
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 9
1 		 13
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 1
1 		 1
1 		 17
1 		 17
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 7
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 57
1 		 57
1 		 57
1*		*59
4 		 12
4 		 12
4 		 14
4 		 16
4 		 18
4#		#20
6 		 24
6 		 26
6*		*32
4 		 38
4 		 44
4 		 46
4*		*48
9*		*69
7 		 3
7*		*43
1 		 1
1 		 3
1 		 3
1 		 5
1 		 7
1 		 7
1 		 7
1 		 9
1 		 11
1 		 11
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 125
1 		 125
1 		 125
1 		 125
1*		*127
3 		 3
3 		 5
3 		 5
3 		 7
3 		 9
3 		 11
3 		 13
3 		 13
3 		 15
3 		 23
3*		*25
0#		#0
8 		 14
8 		 16
8 		 2
8*		*56
3 		 7
3 		 13
3 		 13
3*		*25
3 		 27
3 		 27
3 		 29
3 		 31
3 		 31
3 		 11
3 		 13
3 		 15
3 		 17
3 		 17
3 		 17
3*		*21
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 9
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 7
9 		 13
9 		 15
9 		 17
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 11
9 		 15
9 		 19
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 63
9*		*65
8 		 2
8 		 2
8 		 2
8 		 4
8#		#10
9 		 15
9 		 15
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 5
9 		 5
9 		 159
9*		*161
8 		 162
8 		 164
8 		 166
8 		 166
8 		 166
8 		 168
8 		 2
8 		 2
8 		 4
8 		 2
8 		 4
8 		 6
8 		 8
8 		 34
8 		 36
8 		 38
8 		 38
8 		 38
8 		 2
8 		 4
8 		 6
8 		 6
8#		#10
5 		 11
5 		 13
5 		 11
5*		*21
8 		 28
8 		 2
8 		 4
8 		 6
8 		 6
8 		 6
8 		 6
8 		 8
8#		#10
5*		*37
3*		*65
3*		*69
7 		 45
7 		 47
7*		*49
4 		 54
4 		 58
4#		#60
2 		 66
2 		 68
2#		#70
9 		 45
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 5
9 		 7
9 		 9
9 		 9
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 155
9*		*157
8 		 2
8 		 2
8 		 4
8 		 6
8 		 8
8 		 2
8 		 2
8 		 4
8 		 6
8 		 6
8 		 8
8#		#10
5 		 23
5*		*25
9 		 35
9*		*37
2 		 2
2 		 6
2 		 8
2#		#10
5*		*43
8*		*72
8 		 74
8 		 74
8*		*88
5 		 7
5 		 9
5 		 11
5 		 13
5 		 15
5 		 15
5 		 17
5 		 19
5 		 19
5*		*21
2 		 36
2 		 36
2 		 38
2#		#40
4 		 42
4 		 44
4 		 44
4 		 46
4*		*48
8 		 24
8 		 26
8 		 28
8 		 28
8#		#30
6 		 24
6 		 26
6 		 28
6 		 34
6#		#40
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 9
1 		 11
1 		 13
1 		 13
1 		 13
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 5
1 		 5
1 		 7
1 		 9
1 		 11
1 		 13
1 		 13
1 		 19
1*		*21
6 		 12
6 		 12
6 		 12
6 		 14
6 		 16
6 		 22
6 		 22
6 		 22
6 		 22
6 		 24
6 		 26
6 		 14
6 		 14
6 		 28
6#		#30
6*		*32
4 		 26
4 		 28
4#		#30
1*		*77
3 		 35
3*		*37
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 3
1 		 3
1 		 5
1 		 7
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 5
1 		 1
1 		 1
1 		 13
1 		 15
1 		 15
1 		 15
1 		 17
1 		 1
1 		 1
1 		 1
1 		 33
1 		 33
1 		 33
1 		 35
1*		*37
7 		 3
7 		 7
7 		 9
7 		 11
7 		 13
7 		 15
7 		 17
7 		 5
7 		 7
7 		 27
7 		 31
7 		 5
7 		 9
7 		 7
7 		 7
7 		 7
7 		 7
7 		 9
7 		 11
7 		 11
7 		 13
7 		 13
7 		 15
7 		 51
7 		 55
7 		 55
7 		 57
7 		 57
7 		 57
7*		*59
3 		 3
3 		 5
3 		 7
3 		 7
3 		 9
3 		 9
3 		 15
3 		 27
3 		 35
3 		 35
3*		*37
7 		 3
7 		 3
7 		 9
7 		 15
7*		*25
3 		 3
3 		 5
3 		 7
3 		 9
3 		 13
3 		 15
3 		 17
3 		 19
3 		 27
3 		 9
3 		 11
3 		 11
3 		 23
3 		 23
3 		 23
3*		*25
7 		 3
7 		 3
7 		 5
7 		 5
7 		 7
7 		 7
7 		 9
7 		 13
7 		 13
7 		 15
7 		 17
7 		 3
7 		 3
7 		 3
7 		 5
7 		 7
7 		 9
7 		 11
7 		 13
7 		 13
7 		 13
7 		 15
7 		 17
7 		 19
7 		 29
7 		 33
7*		*37
8 		 38
8 		 38
8#		#40
7 		 41
7*		*43
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 7
1 		 1
1 		 1
1 		 47
1 		 47
1 		 57
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 9
1*		*21
8 		 16
8 		 18
8 		 18
8#		#20
2 		 2
2 		 2
2 		 2
2*		*56
0#		#0
5 		 19
5 		 19
5*		*21
3 		 3
3 		 5
3 		 5
3 		 5
3 		 5
3 		 7
3 		 9
3 		 9
3*		*25
7 		 3
7 		 3
7 		 3
7 		 5
7 		 3
7 		 5
7 		 7
7 		 9
7 		 11
7 		 17
7 		 27
7 		 29
7 		 31
7 		 33
7 		 33
7 		 35
7*		*37
3 		 27
3*		*107
8 		 154
8*		*156
5 		 23
5*		*25
4 		 26
4 		 26
4 		 26
4#		#30
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 1
1 		 3
1 		 3
1 		 3
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 5
1 		 5
1 		 1
1 		 1
1 		 7
1 		 9
1 		 11
1 		 13
1 		 19
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 15
1 		 17
1 		 17
1 		 17
1 		 17
1 		 17
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 7
1 		 7
1 		 7
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 9
1 		 13
1 		 1
1 		 3
1 		 1
1 		 1
1 		 3
1 		 5
1 		 5
1 		 9
1 		 9
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 3
1 		 3
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 11
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 23
1*		*25
2 		 2
2 		 4
2 		 4
2 		 6
2 		 2
2 		 2
2 		 4
2 		 6
2 		 6
2 		 8
2#		#10
3 		 15
3 		 19
3 		 19
3*		*21
3 		 31
3 		 31
3 		 33
3 		 33
3 		 35
3*		*37
9*		*25
4#		#20
8#		#80
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 9
1 		 11
1 		 13
1 		 15
1 		 15
1 		 17
1 		 19
1*		*21
2 		 2
2 		 2
2 		 2
2*		*82
7 		 93
7*		*95
7 		 97
7 		 97
7 		 99
7*		*101
9*		*153
6#		#10
8*		*98
7 		 99
7*		*103
