2 		 2
1 		 3
1 		 3
1 		 3
1 		 5
1 		 17
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1*		*59
2 		 2
2 		 6
2 		 6
2 		 8
2#		#10
6 		 8
6#		#10
2 		 24
2 		 26
2 		 2
2 		 4
2 		 6
2 		 2
2 		 2
2 		 4
2 		 6
2 		 8
2 		 8
2#		#10
0#		#0
4 		 12
4 		 38
4 		 44
4 		 44
4*		*52
0#		#0
3 		 3
3 		 5
3 		 7
3 		 9
3 		 11
3 		 13
3 		 13
3 		 13
3 		 15
3 		 15
3 		 19
3*		*21
2 		 26
2 		 26
2 		 26
2 		 26
2 		 28
2#		#30
0#		#0
2 		 2
2 		 4
2 		 6
2 		 6
2 		 6
2 		 24
2 		 24
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 26
2 		 28
2 		 2
2 		 2
2 		 4
2 		 4
2 		 6
2 		 2
2 		 4
2 		 6
2 		 28
2#		#30
7 		 19
7*		*21
7 		 5
7 		 9
7 		 11
7*		*25
7 		 3
7 		 3
7 		 3
7 		 7
7 		 7
7 		 9
7 		 11
7 		 11
7 		 13
7 		 19
7*		*21
7 		 23
7*		*25
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 7
1 		 7
1 		 9
1 		 9
1*		*127
3*		*129
7 		 5
7 		 5
7 		 7
7 		 7
7 		 9
7 		 9
7 		 11
7 		 13
7 		 15
7 		 17
7 		 17
7 		 19
7 		 23
7 		 23
7*		*25
8 		 26
8 		 28
8 		 28
8 		 28
8 		 28
8 		 28
8#		#30
3 		 89
3 		 89
3 		 7
3 		 9
3 		 11
3 		 3
3 		 5
3 		 5
3 		 7
3 		 9
3 		 11
3 		 13
3 		 15
3 		 17
3 		 19
3 		 19
3*		*43
6 		 58
6#		#60
0#		#0
4 		 12
4 		 14
4 		 14
4 		 16
4 		 18
4#		#20
3*		*21
6 		 24
6 		 26
6 		 28
6*		*32
6*		*32
2 		 2
2 		 2
2 		 4
2 		 8
2 		 12
2 		 14
2 		 14
2 		 14
2 		 18
2*		*32
0#		#0
2 		 2
2 		 4
2 		 4
2 		 6
2 		 8
2 		 2
2 		 4
2 		 8
2 		 8
2 		 8
2 		 12
2 		 12
2 		 12
2 		 12
2 		 2
2 		 4
2 		 6
2 		 2
2 		 4
2 		 4
2#		#10
0#		#0
7 		 7
7 		 9
7 		 11
7 		 3
7 		 3
7 		 3
7 		 5
7 		 7
7 		 7
7 		 9
7 		 11
7 		 11
7 		 11
7 		 11
7 		 11
7 		 11
7 		 7
7 		 3
7 		 5
7 		 7
7 		 23
7*		*25
0#		#0
7 		 3
7 		 3
7 		 5
7 		 7
7 		 13
7 		 3
7 		 3
7 		 3
7 		 3
7 		 5
7 		 7
7 		 7
7 		 9
7 		 11
7*		*49
5*		*69
9*		*101
5 		 7
5 		 7
5 		 7
5 		 7
5 		 7
5 		 13
5 		 15
5 		 17
5 		 17
5 		 17
5 		 17
5 		 19
5*		*21
5 		 15
5 		 15
5 		 17
5 		 17
5 		 19
5*		*21
5 		 23
5*		*25
6 		 106
6 		 108
6*		*116
2*		*146
6#		#20
4 		 24
4 		 46
4*		*48
0#		#0
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 41
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 73
1*		*75
8 		 166
8 		 2
8 		 2
8#		#40
5 		 7
5 		 9
5 		 7
5 		 11
5 		 13
5 		 13
5 		 15
5*		*25
2 		 38
2#		#40
5 		 19
5 		 57
5 		 63
5 		 73
5*		*75
8 		 2
8 		 16
8 		 16
8 		 18
8 		 18
8#		#20
8 		 22
8 		 22
8 		 22
8 		 24
8 		 26
8 		 28
8 		 28
8 		 2
8 		 4
8 		 2
8 		 2
8 		 4
8 		 6
8 		 8
8#		#10
0#		#0
7 		 7
7 		 9
7 		 11
7 		 13
7 		 15
7 		 17
7 		 19
7*		*21
8 		 28
8*		*48
4#		#10
4 		 18
4#		#20
0#		#0
6 		 16
6 		 18
6#		#20
9 		 1
9 		 1
9 		 7
9 		 19
9 		 27
9 		 29
9 		 31
9 		 51
9 		 51
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 13
9 		 15
9 		 17
9 		 1
9 		 3
9 		 5
9 		 5
9 		 5
9 		 5
9 		 7
9 		 7
9 		 1
9 		 1
9 		 3
9 		 1
9 		 5
9 		 7
9 		 1
9 		 1
9 		 3
9 		 5
9 		 7
9 		 1
9 		 3
9 		 5
9 		 5
9 		 7
9 		 1
9 		 3
9 		 15
9 		 15
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 31
9 		 31
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 97
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 9
9 		 13
9*		*37
1*		*37
8 		 2
8 		 2
8 		 2
8 		 2
8 		 2
8 		 4
8#		#10
2 		 2
2 		 2
2 		 4
2 		 2
2 		 2
2 		 2
2 		 2
2 		 4
2 		 6
2 		 8
2 		 2
2 		 4
2 		 6
2#		#10
9 		 1
9 		 61
9 		 63
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9*		*37
0#		#0
6 		 12
6 		 12
6 		 14
6 		 16
6#		#20
4 		 22
4 		 22
4*		*52
1*		*195
2 		 2
2 		 2
2 		 4
2 		 6
2 		 8
2#		#10
4 		 4
4#		#40
9*		*163
5 		 9
5 		 17
5 		 19
5*		*21
1 		 1
1 		 3
1 		 13
1 		 13
1 		 17
1 		 17
1 		 35
1*		*37
5 		 19
5*		*21
0#		#0
8 		 2
8 		 6
8 		 2
8 		 4
8 		 6
8 		 8
8#		#10
2*		*32
1 		 97
1 		 97
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 5
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 19
1 		 19
1*		*21
8 		 2
8 		 2
8 		 2
8 		 4
8 		 6
8 		 8
8#		#10
9 		 11
9 		 13
9 		 23
9 		 23
9 		 1
9 		 1
9 		 7
9 		 9
9 		 1
9 		 1
9 		 11
9 		 11
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 3
9 		 27
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 7
9 		 9
9 		 11
9 		 13
9 		 17
9 		 17
9 		 33
9 		 33
9 		 33
9 		 33
9 		 33
9 		 35
9 		 35
9 		 27
9 		 29
9 		 29
9 		 29
9 		 29
9 		 29
9 		 29
9 		 29
9 		 31
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 51
9 		 53
9 		 55
9 		 57
9 		 57
9 		 61
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 5
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 9
9 		 15
9 		 15
9 		 15
9 		 15
9 		 85
9*		*87
2 		 2
2 		 2
2 		 2
2 		 2
2 		 4
2 		 4
2 		 6
2 		 8
2 		 2
2 		 2
2 		 2
2 		 2
2 		 4
2 		 6
2 		 6
2 		 6
2 		 8
2 		 12
2 		 14
2 		 16
2 		 18
2#		#20
9 		 1
9 		 1
9 		 1
9 		 1
9 		 13
9 		 13
9 		 1
9 		 3
9 		 9
9 		 9
9 		 11
9 		 13
9*		*43
8 		 44
8 		 46
8 		 46
8*		*48
5*		*21
5 		 23
5 		 23
5 		 23
5 		 23
5*		*25
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 97
9 		 97
9 		 99
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9*		*25
1 		 1
1 		 3
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 7
1 		 7
1 		 15
1 		 17
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 1
1 		 1
1 		 3
1 		 5
1 		 5
1 		 9
1 		 11
1 		 11
1 		 13
1 		 15
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 39
1 		 41
1*		*43
4 		 22
4 		 24
4 		 28
4#		#30
9*		*133
1 		 1
1 		 1
1 		 5
1 		 1
1 		 1
1 		 3
1 		 5
1 		 15
1 		 17
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 7
1 		 7
1 		 39
1*		*43
7 		 3
7 		 7
7 		 9
7 		 9
7 		 19
7*		*21
6 		 22
6 		 22
6 		 22
6 		 24
6 		 26
6 		 18
6#		#20
1*		*65
8 		 2
8 		 4
8 		 6
8 		 6
8 		 16
8 		 16
8 		 18
8 		 22
8 		 24
8 		 26
8 		 2
8 		 2
8 		 2
8 		 4
8 		 6
8 		 2
8 		 4
8 		 6
8 		 6
8 		 6
8 		 6
8 		 8
8 		 8
8 		 8
8#		#10
4 		 6
4 		 8
4#		#10
5 		 13
5 		 15
5 		 17
5 		 19
5*		*21
0#		#0
2 		 2
2 		 2
2 		 4
2 		 6
2 		 8
2#		#10
8 		 2
8 		 2
8 		 2
8 		 2
8 		 4
8 		 6
8 		 6
8#		#10
0#		#0
8 		 68
8#		#70
4 		 12
4#		#10
8 		 102
8 		 104
8 		 106
8 		 106
8 		 106
8 		 108
8 		 2
8 		 2
8 		 2
8 		 6
8 		 6
8 		 6
8 		 2
8 		 4
8 		 2
8 		 4
8 		 6
8 		 34
8 		 36
8#		#50
9 		 51
9 		 51
9 		 51
9 		 51
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 3
9 		 71
9 		 1
9 		 3
9 		 1
9 		 1
9*		*111
1 		 71
1 		 71
1 		 73
1*		*75
2 		 2
2 		 4
2 		 4
2 		 6
2 		 8
2#		#10
0#		#0
0#		#0
7 		 3
7 		 5
7 		 7
7 		 7
7 		 9
7 		 3
7 		 5
7 		 7
7 		 9
7 		 11
7 		 13
7 		 15
7 		 35
7*		*37
2*		*48
8 		 2
8 		 2
8 		 2
8 		 4
8#		#10
4 		 12
4 		 14
4 		 16
4 		 26
4 		 28
4#		#30
4#		#30
9*		*139
9*		*139
2 		 2
2 		 4
2 		 4
2 		 4
2 		 6
2 		 8
2#		#10
6 		 36
6 		 38
6#		#40
8 		 46
8 		 46
8*		*48
7*		*49
3 		 11
3 		 3
3 		 5
3 		 7
3 		 9
3 		 9
3 		 13
3 		 13
3 		 15
3 		 15
3*		*21
9*		*43
2 		 2
2 		 2
2 		 4
2 		 6
2 		 2
2 		 2
2#		#50
8 		 42
8 		 46
8*		*48
0#		#0
7 		 3
7 		 5
7 		 5
7 		 5
7 		 7
7 		 7
7 		 9
7 		 11
7 		 13
7 		 15
7 		 17
7*		*21
2 		 2
2 		 2
2 		 4
2 		 6
2 		 8
2 		 2
2 		 4
2#		#20
8 		 2
8 		 2
8 		 4
8 		 4
8 		 6
8 		 2
8 		 4
8 		 44
8 		 46
8#		#20
7*		*21
7*		*21
7*		*21
6 		 24
6 		 26
6 		 28
6#		#30
7 		 39
7 		 41
7 		 45
7 		 47
7*		*49
3 		 109
3 		 109
3 		 109
3 		 109
3*		*111
5 		 117
5 		 117
5 		 119
5*		*21
9*		*49
7 		 55
7 		 55
7 		 57
7*		*59
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 5
1 		 5
1 		 1
1 		 3
1 		 3
1 		 17
1 		 19
1*		*21
4 		 28
4 		 4
4 		 6
4 		 8
4 		 8
4#		#10
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 9
1 		 11
1 		 33
1 		 33
1 		 33
1 		 33
1 		 35
1*		*37
8 		 2
8 		 4
8 		 14
8 		 16
8 		 18
8 		 18
8#		#20
3 		 11
3 		 13
3 		 15
3 		 17
3 		 17
3 		 17
3*		*21
4#		#30
7 		 63
7 		 93
7*		*95
2*		*116
7 		 3
7 		 3
7 		 3
7 		 5
7 		 7
7 		 23
7 		 3
7 		 5
7 		 7
7 		 9
7 		 9
7 		 11
7 		 19
7*		*21
0#		#0
2 		 2
2 		 2
2 		 2
2 		 2
2 		 2
2 		 62
2 		 66
2 		 22
2 		 24
2 		 24
2 		 26
2 		 28
2 		 28
2 		 28
2 		 28
2#		#30
6 		 58
6 		 6
6 		 8
6 		 12
6 		 16
6 		 18
6 		 18
6 		 26
6 		 28
6#		#30
1 		 83
1 		 85
1*		*87
8#		#150
9 		 159
9*		*161
6#		#170
3 		 191
3 		 191
3 		 191
3*		*193
7 		 5
7 		 7
7 		 9
7 		 31
7 		 33
7 		 33
7 		 35
7*		*37
5 		 11
5 		 13
5 		 11
5*		*21
0#		#0
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 1
1 		 3
1 		 9
1 		 9
1 		 11
1 		 13
1 		 1
1 		 3
1 		 7
1 		 1
1 		 1
1 		 1
1*		*79
4#		#30
9 		 45
9 		 1
9 		 3
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 5
9 		 7
9 		 9
9 		 9
9 		 1
9 		 1
9 		 1
9 		 3
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 155
9*		*157
7 		 7
7 		 7
7 		 3
7 		 5
7 		 5
7 		 5
7 		 5
7 		 5
7 		 7
7 		 15
7 		 17
7 		 19
7*		*21
1 		 1
1 		 1
1 		 7
1 		 7
1 		 9
1 		 11
1 		 13
1 		 15
1 		 15
1 		 27
1 		 27
1 		 27
1 		 27
1*		*37
8*		*72
2 		 36
2 		 36
2 		 38
2#		#40
4 		 42
4 		 44
4 		 44
4 		 46
4*		*48
6 		 14
6 		 16
6 		 18
6#		#20
9 		 31
9 		 31
9 		 35
9 		 1
9 		 3
9 		 5
9 		 5
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 89
9 		 89
9 		 1
9 		 1
9 		 17
9 		 17
9*		*49
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 5
1 		 5
1 		 7
1 		 9
1 		 11
1 		 13
1 		 13
1 		 19
1*		*21
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 7
1 		 9
1 		 11
1 		 13
1 		 15
1 		 15
1*		*21
6 		 38
6 		 42
6 		 44
6 		 46
6*		*48
5*		*49
0#		#0
7 		 7
7 		 9
7 		 9
7 		 11
7 		 13
7 		 13
7 		 19
7*		*21
7 		 33
7 		 5
7 		 5
7 		 5
7 		 15
7 		 19
7 		 19
7*		*21
6 		 22
6 		 24
6 		 26
6 		 28
6#		#30
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 3
1 		 3
1 		 3
1 		 3
1 		 5
1 		 7
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 5
1 		 1
1 		 1
1 		 13
1 		 15
1 		 15
1 		 15
1 		 17
1 		 1
1 		 1
1 		 1
1 		 33
1 		 33
1 		 33
1 		 35
1*		*37
3 		 39
3 		 45
3*		*49
3 		 51
3 		 53
3 		 53
3 		 53
3 		 55
3 		 57
3 		 57
3 		 57
3 		 57
3*		*59
7 		 3
7 		 7
7 		 9
7 		 11
7 		 13
7 		 15
7 		 17
7 		 5
7 		 7
7 		 27
7 		 31
7 		 5
7 		 9
7 		 7
7 		 7
7 		 7
7 		 7
7 		 9
7 		 11
7 		 11
7 		 13
7 		 13
7 		 15
7 		 51
7 		 55
7 		 55
7 		 57
7 		 57
7 		 57
7*		*59
9 		 63
9*		*87
8 		 2
8 		 4
8 		 6
8 		 8
8#		#10
5 		 31
5 		 33
5 		 35
5*		*37
9 		 47
9 		 47
9*		*49
0#		#0
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 7
9 		 9
9 		 11
9 		 1
9 		 1
9*		*59
5*		*21
7 		 29
7 		 33
7*		*37
0#		#0
0#		#0
0#		#0
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 3
9 		 3
9 		 3
9 		 5
9 		 7
9 		 9
9 		 11
9 		 13
9 		 1
9 		 1
9 		 3
9 		 91
9 		 93
9 		 93
9 		 93
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 5
9 		 7
9 		 1
9 		 1
9 		 1
9 		 1
9 		 17
9 		 17
9 		 19
9*		*21
7 		 15
7 		 17
7 		 17
7 		 19
7*		*21
3*		*37
3*		*37
0#		#0
4 		 4
4 		 6
4 		 8
4#		#10
5 		 13
5 		 13
5 		 15
5 		 17
5 		 17
5 		 19
5*		*21
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 11
9 		 13
9 		 13
9 		 13
9 		 15
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 19
9 		 1
9 		 3
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 1
9 		 3
9 		 1
9 		 1
9 		 3
9 		 3
9 		 5
9 		 5
9 		 5
9 		 7
9 		 9
9 		 47
9 		 47
9 		 1
9 		 1
9 		 1
9 		 3
9 		 13
9 		 15
9 		 17
9 		 19
9 		 23
9*		*25
7 		 3
7 		 5
7 		 7
7 		 9
7 		 19
7 		 19
7 		 27
7 		 3
7 		 3
7 		 3
7 		 5
7 		 3
7 		 5
7 		 7
7 		 9
7 		 11
7 		 17
7 		 27
7 		 29
7 		 31
7 		 33
7 		 33
7 		 35
7*		*37
4 		 24
4 		 26
4 		 26
4 		 28
4*		*48
8*		*94
8 		 154
8*		*156
0#		#0
8 		 54
8*		*56
4 		 16
4 		 22
4 		 26
4 		 28
4#		#30
2 		 2
2 		 4
2 		 4
2 		 8
2#		#10
8 		 2
8 		 2
8 		 2
8 		 2
8 		 2
8 		 2
8 		 4
8 		 6
8 		 6
8 		 6
8 		 2
8 		 4
8 		 6
8 		 8
8#		#10
4 		 42
4 		 44
4 		 44
4*		*48
0#		#0
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 9
1 		 9
1 		 11
1 		 13
1 		 15
1 		 17
1 		 19
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 11
1 		 15
1 		 1
1 		 1
1 		 1
1 		 1
1 		 3
1 		 5
1 		 7
1 		 9
1 		 11
1 		 13
1 		 15
1 		 15
1 		 17
1 		 19
1*		*21
7 		 13
7 		 13
7 		 15
7 		 17
7 		 17
7 		 19
7*		*21
9 		 27
9 		 29
9*		*69
7 		 3
7 		 3
7 		 5
7 		 5
7 		 5
7 		 7
7 		 9
7 		 9
7 		 9
7 		 11
7 		 11
7 		 15
7 		 29
7 		 31
7 		 31
7 		 33
7 		 33
7 		 33
7 		 33
7 		 33
7 		 35
7*		*37
4 		 62
4 		 62
4 		 62
4 		 64
4 		 66
4 		 66
4 		 66
4 		 66
4 		 68
4#		#70
2*		*82
9*		*153
1 		 1
1 		 1
1 		 3
1 		 35
1*		*37
0#		#0
0#		#0
6 		 6
6 		 6
6 		 6
6 		 6
6 		 6
6 		 6
6 		 6
6 		 6
6 		 12
6 		 36
6 		 44
6 		 44
6 		 46
6*		*48
4 		 68
4#		#70
2*		*72
4 		 74
4 		 76
